#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;TAU_SC;S400;S1400;S2000;DIST;ZZ;XX;YY;ASSOC;SURVEY;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);;(cm^-3pc);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);;;
1194;J1709-3841;NAN;NAN;NAN;51117.00;347.709;0.832;257.31662500;-38.68805556;0.586986;7.86e-15;356.00;NAN;NAN;0.31;NAN;4.300;0.062;-0.915;4.299;NAN;pksmb,htru_pks;
1195;J1709-43;NAN;NAN;NAN;NAN;343.567;-2.355;257.44583333;-43.91194444;NAN;NAN;228.00;NAN;NAN;NAN;NAN;4.596;-0.189;-1.299;4.095;NAN;htru_pks;
1196;J1709-4342;NAN;NAN;NAN;51457.00;343.706;-2.193;257.37875000;-43.70388889;1.735898;8.00e-16;281.00;NAN;NAN;0.14;NAN;6.450;-0.247;-1.808;2.314;NAN;pksmb,htru_pks;
1197;J1709-4401;NAN;NAN;NAN;55000.00;343.471;-2.406;257.42245833;-44.01977778;0.865235;7.37e-15;225.80;NAN;NAN;0.80;NAN;4.597;-0.193;-1.307;4.097;NAN;htru_pks;
1198;J1709-4429;NAN;NAN;NAN;50042.00;343.098;-2.686;257.42803333;-44.48562222;0.102459;9.30e-14;75.68;NAN;25.00;12.10;NAN;2.600;-0.122;-0.755;6.015;SNR:G343.1-2.3(?)[mop93],GRS:HESS_J1708-;pks1,pks70,pksmb,htru_pks;
1199;J1710-2616;NAN;NAN;NAN;55070.00;357.859;8.029;257.52041667;-26.27638889;0.954158;2.00e-17;111.00;NAN;NAN;0.90;NAN;5.308;0.741;-0.196;3.248;NAN;htru_pks;
1200;J1710-37;NAN;NAN;NAN;56657.00;348.808;1.343;257.62500000;-37.50000000;0.792659;NAN;346.00;NAN;NAN;0.10;NAN;6.090;0.143;-1.182;2.527;NAN;htru_pks;
1201;J1710-4148;NAN;NAN;NAN;51335.00;345.330;-1.195;257.59895833;-41.80527778;0.286561;1.02e-16;461.00;NAN;NAN;0.31;NAN;7.193;-0.150;-1.821;1.543;NAN;pksmb,htru_pks;
1202;J1710+4923;-50.400;-44.700;NAN;56850.00;75.929;36.449;257.51850454;49.38652178;0.003220;1.82e-20;7.08;NAN;NAN;NAN;NAN;0.506;0.301;0.395;8.401;NAN;gbncc;
1203;J1711-1509;NAN;NAN;NAN;49907.00;7.417;14.013;257.97941575;-15.16104092;0.868804;1.10e-15;59.88;NAN;5.90;0.70;NAN;1.081;0.262;0.135;7.460;NAN;gb2,pks70,pkssw,htru_pks;
1204;J1711-3826;NAN;NAN;NAN;51710.00;348.197;0.591;257.93520833;-38.43722222;0.465365;7.41e-15;376.00;NAN;NAN;0.16;NAN;4.146;0.043;-0.848;4.442;NAN;pksmb,htru_pks;
1205;J1711-5350;NAN;NAN;NAN;57600.00;335.694;-8.461;257.97137500;-53.83841667;0.899233;1.55e-14;106.10;NAN;9.00;NAN;NAN;4.498;-0.662;-1.831;4.445;NAN;mol2,pks70,pkssw,htru_pks;
1206;J1712-2715;NAN;NAN;NAN;51500.00;357.325;7.070;258.04879167;-27.26472222;0.255360;1.28e-15;92.64;NAN;NAN;NAN;NAN;3.151;0.388;-0.146;5.376;NAN;pkssw,htru_pks;
1207;J1712-391;NAN;NAN;NAN;51465.00;347.260;-0.295;258.14583333;-39.71666667;0.778149;NAN;525.00;NAN;NAN;NAN;NAN;4.355;-0.022;-0.960;4.252;NAN;misc;
1208;J1712-392;NAN;NAN;NAN;51465.00;347.260;-0.295;258.14583333;-39.71666667;0.092528;NAN;713.00;NAN;NAN;NAN;NAN;4.843;-0.025;-1.068;3.776;NAN;misc;
1209;J1713-3844;NAN;NAN;NAN;51294.00;348.101;0.207;258.25958333;-38.74138889;1.600114;1.77e-13;544.00;NAN;NAN;0.26;NAN;4.426;0.016;-0.913;4.169;NAN;pksmb,htru_pks;
1210;J1713-3949;NAN;NAN;NAN;51465.00;347.279;-0.491;258.36666667;-39.81666667;0.392451;NAN;342.00;NAN;NAN;0.35;NAN;3.885;-0.033;-0.855;4.710;NAN;misc,pksmb,htru_pks;
1211;J1713+7810;NAN;NAN;NAN;57773.00;110.305;31.461;258.36279167;78.17610833;0.432526;1.14e-16;36.98;NAN;NAN;NAN;NAN;4.580;2.390;3.664;9.856;NAN;lotaas;
1212;J1714-1054;NAN;NAN;NAN;53000.00;11.487;15.777;258.66717500;-10.90302778;0.696279;5.88e-17;51.00;NAN;NAN;0.50;NAN;0.215;0.058;0.041;8.297;NAN;pkssw;
1213;J1714-3810;NAN;NAN;NAN;55226.50;348.681;0.371;258.52391667;-38.17525000;3.824936;5.88e-11;NAN;NAN;NAN;NAN;NAN;13.200;0.086;-2.591;-4.443;XRS:CXOU_J171405.7-381031,SNR:G348.7+0.3;misc;
1214;J1715-3247;NAN;NAN;NAN;54244.60;353.211;3.296;258.84775000;-32.79166667;1.260214;9.20e-17;164.00;NAN;NAN;0.08;NAN;4.047;0.233;-0.478;4.488;NAN;pksmb;
1215;J1715-3700;NAN;NAN;NAN;51118.00;349.757;0.886;258.79020833;-37.00111111;0.779628;1.46e-16;449.00;NAN;NAN;0.37;NAN;5.013;0.077;-0.891;3.567;NAN;pksmb,htru_pks;
1216;J1715-3859;NAN;NAN;NAN;53097.00;348.194;-0.348;258.90787500;-38.99030556;0.928108;4.40e-15;817.00;NAN;NAN;0.54;NAN;5.196;-0.032;-1.063;3.414;NAN;pksmb,htru_pks;
1217;J1715-3903;NAN;NAN;NAN;55370.00;348.101;-0.320;258.80866667;-39.04919444;0.278494;3.74e-14;314.00;NAN;NAN;0.66;NAN;3.737;-0.021;-0.770;4.843;NAN;pksmb,htru_pks;
1218;J1715-4034;NAN;NAN;NAN;57600.00;346.913;-1.276;258.92050000;-40.57166667;2.072155;3.03e-15;254.00;NAN;NAN;1.90;NAN;3.917;-0.087;-0.887;4.686;NAN;pksmb,htru_pks;
1219;J1715-4254;NAN;NAN;NAN;52278.00;344.951;-2.562;258.79391667;-42.91500000;0.573745;8.76e-16;407.00;NAN;NAN;0.07;NAN;18.772;-0.839;-4.869;-9.610;NAN;pksmb;
1220;J1715+46;NAN;NAN;NAN;NAN;71.861;35.354;258.95000000;46.05000000;0.548100;NAN;19.82;NAN;NAN;NAN;NAN;1.754;1.015;1.359;8.055;NAN;lotaas;
1221;J1716-3720;NAN;NAN;NAN;51112.00;349.596;0.519;259.04733333;-37.34555556;0.630314;1.80e-14;682.70;NAN;NAN;0.41;NAN;5.375;0.049;-0.971;3.214;NAN;pksmb,htru_pks;
1222;J1716-4005;NAN;NAN;NAN;54942.80;347.418;-1.155;259.17525000;-40.09083333;0.311813;2.87e-15;435.00;NAN;NAN;1.40;NAN;5.418;-0.109;-1.180;3.213;NAN;pksmb,htru_pks;
1223;J1716-4111;NAN;NAN;NAN;54212.20;346.529;-1.795;259.18461250;-41.18597222;1.036067;2.88e-15;245.80;NAN;NAN;0.22;NAN;4.387;-0.137;-1.021;4.236;NAN;pksmb,htru_pks;
1224;J1716-4711;NAN;NAN;NAN;55185.00;341.549;-5.155;259.00462083;-47.18358333;0.555824;8.33e-16;287.06;NAN;NAN;0.30;NAN;21.907;-1.968;-6.905;-12.197;NAN;htru_pks;
1225;J1717+03;NAN;NAN;NAN;57022.00;24.784;22.203;259.48333333;3.18333333;3.901000;NAN;25.60;NAN;NAN;NAN;NAN;1.238;0.468;0.480;7.459;NAN;ar327;
1226;J1717-3425;NAN;NAN;NAN;50253.00;352.120;2.025;259.33435200;-34.41654571;0.656299;9.80e-15;587.70;0.01;NAN;3.90;NAN;25.000;0.883;-3.425;-16.248;NAN;pks1,pksmb,htru_pks;
1227;J1717-3737;NAN;NAN;NAN;51324.00;349.491;0.182;259.31650000;-37.62666667;0.682419;5.29e-15;525.80;NAN;NAN;0.69;NAN;4.343;0.014;-0.792;4.230;NAN;pksmb,htru_pks;
1228;J1717-3847;NAN;NAN;NAN;51347.00;348.551;-0.494;259.32666667;-38.78416667;1.149499;8.20e-16;707.00;NAN;NAN;0.30;NAN;5.012;-0.043;-0.995;3.588;NAN;pksmb,htru_pks;
1229;J1717-3953;NAN;NAN;NAN;53313.00;347.655;-1.157;259.35645833;-39.89861111;1.085521;3.30e-17;466.00;NAN;NAN;1.50;NAN;6.537;-0.132;-1.397;2.115;NAN;pksmb,htru_pks;
1230;J1717-4043;NAN;NAN;NAN;51388.00;347.016;-1.695;259.44962500;-40.73055556;0.397857;1.22e-14;452.60;NAN;NAN;0.54;NAN;14.244;-0.421;-3.199;-5.374;NAN;pksmb,htru_pks;
1231;J1717-40435;NAN;NAN;NAN;51399.00;346.937;-1.574;259.25833333;-40.72527778;0.349929;1.75e-15;539.00;NAN;NAN;0.41;NAN;16.635;-0.457;-3.759;-7.698;NAN;pksmb,htru_pks;
1232;J1717-4054;NAN;NAN;NAN;57600.00;346.759;-1.893;259.46816667;-41.05494444;0.887719;3.70e-15;306.90;0.02;15.00;1.10;NAN;7.283;-0.241;-1.667;1.414;NAN;pks1,pks70,pksmb,htru_pks;
1233;J1717-5800;NAN;NAN;NAN;51650.00;332.668;-11.475;259.39854167;-58.00150000;0.321793;1.96e-16;125.22;NAN;NAN;0.50;NAN;11.223;-2.233;-5.050;-1.271;NAN;pkssw,htru_pks;
1234;J1718-3714;NAN;NAN;NAN;51799.00;349.928;0.237;259.57745833;-37.23777778;1.289379;2.62e-14;833.00;NAN;NAN;0.23;NAN;5.326;0.022;-0.931;3.256;NAN;pksmb,htru_pks;
1235;J1718-3718;NAN;NAN;NAN;55250.00;349.849;0.216;259.54166667;-37.31472222;3.378574;1.61e-12;371.10;NAN;NAN;0.40;NAN;3.918;0.015;-0.691;4.643;NAN;pksmb,htru_pks;
1236;J1718-3825;NAN;NAN;NAN;51184.00;348.951;-0.432;259.55652083;-38.42168333;0.074670;1.32e-14;247.46;NAN;NAN;1.70;NAN;3.488;-0.026;-0.668;5.077;GRS:2FGL_J1718.3-3827[naa+12],GRS:HESS_J;pksmb,htru_pks;
1237;J1718-41;NAN;NAN;NAN;56657.00;346.744;-1.979;259.55000000;-41.11666667;0.548419;NAN;354.00;NAN;NAN;0.07;NAN;11.597;-0.401;-2.658;-2.781;NAN;htru_pks;
1238;J1718-4539;NAN;NAN;NAN;53105.00;343.022;-4.584;259.54958333;-45.65441667;0.590473;7.51e-15;254.00;NAN;NAN;0.08;NAN;13.803;-1.103;-4.018;-4.659;NAN;pksmb;
1239;J1719-2330;NAN;NAN;NAN;56614.00;1.402;7.846;259.90041667;-23.50388889;0.453993;2.19e-15;101.00;NAN;NAN;0.16;NAN;4.274;0.583;0.104;4.267;NAN;htru_pks;
1240;J1719-3458;NAN;NAN;NAN;57637.00;351.885;1.391;259.80058750;-34.97288889;0.493775;1.49e-17;530.00;NAN;NAN;NAN;NAN;16.425;0.399;-2.318;-7.756;NAN;htru_pks;
1241;J1719-4006;NAN;NAN;NAN;48378.60;347.653;-1.533;259.75717500;-40.11652778;0.189094;1.67e-15;386.60;0.01;NAN;1.40;NAN;9.826;-0.263;-2.100;-1.095;NAN;pks1,pksmb,htru_pks;
1242;J1719-4302;NAN;NAN;NAN;51498.00;345.341;-3.325;259.95320833;-43.03650000;0.235475;3.92e-16;297.70;NAN;NAN;0.37;NAN;13.437;-0.779;-3.395;-4.478;NAN;pksmb,htru_pks;
1243;J1720+00;NAN;NAN;NAN;57022.00;22.791;20.349;260.22916667;0.66666667;3.357000;NAN;46.20;NAN;NAN;NAN;NAN;2.555;0.888;0.928;6.291;NAN;ar327;
1244;J1720-0212;-1.000;-26.000;NAN;49429.00;20.134;18.936;260.23862083;-2.20663889;0.477715;8.28e-17;66.98;NAN;22.00;1.00;NAN;2.357;0.765;0.767;6.407;NAN;mol2,gb2,pks70,pkssw,lotaas;
1245;J1720-1633;NAN;NAN;NAN;49686.00;7.374;11.537;260.10502647;-16.55936755;1.565601;5.80e-15;44.83;NAN;13.00;1.10;NAN;0.988;0.198;0.124;7.540;NAN;gb3,pks70,pkssw,htru_pks;
1246;J1720+2150;NAN;NAN;NAN;51796.00;43.957;29.371;260.00541667;21.83688889;1.615664;7.40e-16;40.72;NAN;2.40;NAN;NAN;5.583;2.738;3.377;4.998;NAN;ar4;
1247;J1720-2446;NAN;NAN;NAN;55326.00;0.443;6.986;260.09358333;-24.77416667;0.874265;5.93e-16;103.00;NAN;NAN;NAN;NAN;3.772;0.459;0.029;4.756;NAN;htru_pks;
1248;J1720-2933;NAN;NAN;NAN;49863.00;356.505;4.248;260.14215622;-29.55451054;0.620448;7.46e-16;42.64;NAN;32.00;2.20;NAN;1.095;0.081;-0.067;7.410;NAN;jb1,mol2,pks70,pksmb,htru_pks;
1249;J1720-36;NAN;NAN;NAN;56657.00;350.515;0.016;260.22500000;-36.88333333;0.092132;NAN;341.00;NAN;NAN;0.08;NAN;3.783;0.001;-0.623;4.769;NAN;htru_pks;
1250;J1720-3659;NAN;NAN;NAN;51111.00;350.332;0.100;260.00823333;-36.98513889;0.351125;3.27e-17;381.60;NAN;NAN;0.74;NAN;3.917;0.007;-0.658;4.639;NAN;pksmb,htru_pks;
1251;J1721-1939;NAN;NAN;NAN;51500.00;4.914;9.563;260.44420833;-19.66361111;0.404040;1.28e-16;103.00;NAN;NAN;NAN;NAN;5.621;0.934;0.475;2.977;NAN;pkssw,htru_pks;
1252;J1721-2457;1.900;-25.000;NAN;55000.00;0.387;6.751;260.27290792;-24.95171389;0.003497;5.54e-21;47.76;NAN;NAN;0.58;NAN;1.365;0.160;0.009;7.144;NAN;pkssw,htru_pks;
1253;J1721-3532;NAN;NAN;NAN;51374.00;351.687;0.670;260.38657833;-35.54711412;0.280424;2.52e-14;496.00;0.08;NAN;16.80;NAN;4.600;0.054;-0.665;3.949;NAN;pks1,pksmb,htru_pks;
1254;J1722-3207;-1.000;-40.000;NAN;57600.00;354.561;2.525;260.51232917;-32.12925000;0.477158;6.45e-16;126.06;0.00;61.00;5.40;NAN;2.928;0.129;-0.277;5.588;NAN;jb1,mol2,pks1,pks70,pksmb,htru_pks;
1255;J1722+35;NAN;NAN;NAN;NAN;59.218;32.651;260.52500000;35.30000000;0.821600;NAN;23.83;NAN;NAN;NAN;NAN;2.196;1.185;1.588;7.554;NAN;misc,lotaas;
1256;J1722-3632;NAN;NAN;NAN;48378.60;350.934;-0.001;260.54090417;-36.54813889;0.399183;4.46e-15;416.20;0.01;NAN;2.70;NAN;3.992;-0.000;-0.629;4.558;NAN;pks1,pksmb,htru_pks;
1257;J1722-3712;NAN;NAN;NAN;55362.00;350.490;-0.507;260.74670833;-37.20125000;0.236180;1.09e-14;99.49;NAN;25.00;3.80;NAN;2.477;-0.022;-0.409;6.057;NAN;mol2,pks1,pks70,pksmb,htru_pks;
1258;J1722-4400;NAN;NAN;NAN;53058.00;344.843;-4.319;260.69382083;-44.00922222;0.218554;3.74e-16;219.30;NAN;NAN;0.22;NAN;9.068;-0.683;-2.364;-0.228;NAN;pksmb;
1259;J1723-2852;NAN;NAN;NAN;54948.60;357.482;4.015;260.99250000;-28.88083333;0.625034;9.00e-16;172.00;NAN;NAN;0.13;NAN;4.768;0.334;-0.209;3.748;NAN;pksmb;
1260;J1723-3659;NAN;NAN;NAN;55384.00;350.682;-0.409;260.78158333;-36.98727778;0.202725;8.03e-15;254.40;0.00;NAN;2.10;NAN;3.497;-0.025;-0.566;5.049;NAN;pksmb,htru_pks;
1261;J1723-38;NAN;NAN;NAN;56657.00;349.557;-1.149;260.75000000;-38.33333333;0.765796;NAN;472.00;NAN;NAN;0.08;NAN;6.842;-0.137;-1.240;1.773;NAN;htru_pks;
1262;J1724-3149;NAN;NAN;NAN;51995.00;355.142;2.228;261.18695833;-31.81777778;0.948237;7.25e-15;409.00;NAN;NAN;0.36;NAN;18.452;0.717;-1.562;-9.872;NAN;pksmb,htru_pks;
1263;J1724-35;NAN;NAN;NAN;54776.00;351.829;-0.013;261.17916667;-35.81666667;1.421990;NAN;554.90;NAN;NAN;NAN;NAN;4.330;-0.001;-0.615;4.214;NAN;pksmb;
1264;J1724-3505;NAN;NAN;NAN;51074.00;352.437;0.380;261.19954167;-35.09333333;1.221708;2.11e-14;875.00;NAN;NAN;0.24;NAN;6.775;0.045;-0.892;1.784;NAN;pksmb,htru_pks;
1265;J1724-4500;NAN;NAN;NAN;53255.00;344.182;-5.121;261.10750000;-45.00416667;1.309109;3.51e-15;182.00;NAN;NAN;0.05;NAN;7.366;-0.657;-2.000;1.441;NAN;pksmb;
1266;J1725-0732;NAN;NAN;NAN;52820.58;15.866;15.324;261.30117083;-7.54977778;0.239919;4.30e-16;58.91;NAN;NAN;0.11;NAN;0.203;0.054;0.054;8.312;NAN;misc;
1267;J1725-2852;NAN;NAN;NAN;52197.00;357.636;3.803;261.29125000;-28.87277778;1.257788;1.99e-15;161.00;NAN;NAN;0.25;NAN;4.251;0.282;-0.175;4.262;NAN;pksmb;
1268;J1725-3546;NAN;NAN;NAN;51074.00;351.979;-0.153;261.42583333;-35.77111111;1.032471;1.50e-14;744.00;NAN;NAN;0.61;NAN;4.799;-0.013;-0.670;3.748;NAN;pksmb,htru_pks;
1269;J1725-3848;NAN;NAN;NAN;51399.00;349.384;-1.741;261.25041667;-38.81000000;2.062386;2.30e-14;230.00;NAN;NAN;0.14;NAN;4.141;-0.126;-0.763;4.432;NAN;pksmb;
1270;J1725-3853;NAN;NAN;NAN;55846.00;349.372;-1.856;261.36362500;-38.88450000;0.004792;5.00e-20;158.20;NAN;NAN;NAN;NAN;3.142;-0.102;-0.579;5.414;NAN;pksmb;
1271;J1725-4043;NAN;NAN;NAN;51728.00;347.874;-2.920;261.42258333;-40.71972222;1.465071;2.79e-15;203.00;NAN;NAN;0.34;NAN;4.465;-0.227;-0.937;4.140;NAN;pksmb,htru_pks;
1272;J1726-00;NAN;NAN;NAN;56359.00;22.638;18.710;261.59583333;-0.25000000;1.308600;NAN;57.00;NAN;NAN;NAN;NAN;3.049;0.978;1.112;5.835;NAN;ar327;
1273;J1726-31;NAN;NAN;NAN;51026.40;355.252;1.828;261.65000000;-31.95000000;0.123470;NAN;264.40;NAN;NAN;0.40;NAN;5.125;0.164;-0.424;3.395;NAN;pksmb;
1274;J1726-3530;NAN;NAN;NAN;51522.00;352.252;-0.072;261.53129167;-35.49944444;1.110132;1.22e-12;718.00;NAN;NAN;0.39;NAN;4.722;-0.006;-0.637;3.821;SNR:G352.2-0.1(?)[mbc+02];pksmb,htru_pks;
1275;J1726-3635;NAN;NAN;NAN;51111.00;351.422;-0.802;261.70670833;-36.59600000;0.287432;1.44e-15;539.20;NAN;NAN;0.29;NAN;4.847;-0.068;-0.723;3.708;NAN;pksmb,htru_pks;
1276;J1726-4006;NAN;NAN;NAN;52475.00;348.481;-2.711;261.63904167;-40.10055556;0.882778;3.33e-15;277.00;NAN;NAN;0.21;NAN;9.401;-0.445;-1.875;-0.701;NAN;pksmb,htru_pks;
1277;J1726-52;NAN;NAN;NAN;NAN;338.441;-9.193;261.50000000;-52.00000000;0.631800;NAN;119.70;NAN;NAN;NAN;NAN;6.724;-1.074;-2.439;2.327;NAN;ghrss;
1278;J1727-2739;NAN;NAN;NAN;57600.00;358.945;4.053;261.87908333;-27.64805556;1.293100;1.07e-15;147.00;NAN;NAN;1.70;NAN;4.001;0.283;-0.074;4.510;NAN;pksmb,htru_pks;
1279;J1727-29;NAN;NAN;NAN;NAN;356.973;2.795;261.82916667;-29.98333333;NAN;NAN;93.00;NAN;NAN;NAN;NAN;2.613;0.127;-0.138;5.894;NAN;pksmb;
1280;J1728-0007;NAN;NAN;NAN;50089.00;23.029;18.287;262.14507986;-0.12916820;0.386004;1.12e-15;41.09;NAN;11.00;NAN;NAN;1.459;0.458;0.542;7.225;NAN;gb3,pkssw,lotaas;
1281;J1728-3733;NAN;NAN;NAN;51112.00;350.842;-1.656;262.19270833;-37.55222222;0.615538;7.20e-17;281.50;NAN;NAN;0.19;NAN;4.557;-0.132;-0.725;4.003;NAN;pksmb,htru_pks;
1282;J1728-4028;NAN;NAN;NAN;52077.00;348.375;-3.218;262.11533333;-40.46944444;0.866343;2.33e-16;231.00;NAN;NAN;1.20;NAN;6.904;-0.388;-1.389;1.748;NAN;pksmb,htru_pks;
1283;J1729-2117;NAN;NAN;NAN;55505.00;4.496;7.222;262.29503333;-21.29111111;0.066293;1.72e-19;34.49;NAN;NAN;0.20;NAN;0.974;0.122;0.076;7.537;NAN;htru_pks;
1284;J1730-2304;20.264;8.300;1.190;54500.00;3.137;6.023;262.59027600;-23.07533056;0.008123;2.02e-20;9.62;NAN;43.00;4.00;NAN;0.620;0.065;0.034;7.884;XRS:[pb15];pks70,pkssw,pksmb,htru_pks;
1285;J1730-2900;NAN;NAN;NAN;53128.00;358.123;2.819;262.53450000;-29.01277778;1.538427;8.85e-15;289.00;NAN;NAN;0.13;NAN;12.054;0.593;-0.394;-3.533;NAN;pksmb,htru_pks;
1286;J1730-3350;NAN;NAN;NAN;50198.00;354.133;0.090;262.63566257;-33.84428622;0.139460;8.48e-14;261.29;0.00;9.20;4.30;NAN;3.488;0.005;-0.357;5.030;NAN;pks1,pksmb,htru_pks;
1287;J1730-3353;NAN;NAN;NAN;51672.00;354.135;-0.004;262.73158333;-33.89388889;3.270242;2.20e-14;256.00;NAN;NAN;0.38;NAN;3.460;-0.000;-0.354;5.058;NAN;pksmb,htru_pks;
1288;J1730-34;NAN;NAN;NAN;56657.00;353.285;-0.360;262.52500000;-34.80000000;0.099830;NAN;628.00;NAN;NAN;0.03;NAN;4.566;-0.029;-0.534;3.965;NAN;htru_pks;
1289;J1731-3123;NAN;NAN;NAN;51702.00;356.233;1.354;262.75220833;-31.39527778;0.753048;1.68e-15;354.00;NAN;NAN;0.29;NAN;7.241;0.171;-0.476;1.277;NAN;pksmb,htru_pks;
1290;J1731-33;NAN;NAN;NAN;NAN;354.313;-0.104;262.95000000;-33.80000000;0.606900;NAN;571.00;NAN;NAN;NAN;NAN;4.341;-0.008;-0.430;4.180;NAN;htru_pks;
1291;J1731-3322;NAN;NAN;NAN;56716.00;354.601;0.225;262.80962500;-33.37916667;0.544671;2.81e-14;877.40;NAN;NAN;0.10;NAN;5.552;0.022;-0.522;2.973;NAN;htru_pks;
1292;J1731-4744;73.000;-132.000;NAN;53000.00;342.565;-7.669;262.92566667;-47.74340556;0.829829;1.64e-13;123.06;0.00;190.00;27.00;NAN;0.700;-0.093;-0.208;7.838;SNR:G343.0-6.0(RCW114)[skz+19],GRS:[sbc+;mol1,mol2,pks70,pkssw,htru_pks;
1293;J1732-1930;NAN;NAN;NAN;51197.00;6.417;7.563;263.08344038;-19.50238231;0.483770;1.82e-16;72.43;NAN;11.00;0.30;NAN;2.634;0.347;0.292;5.905;NAN;pks70,htru_pks;
1294;J1732-3131;NAN;NAN;NAN;54933.00;356.307;1.007;263.13975000;-31.52305556;0.196543;2.80e-14;15.44;NAN;NAN;NAN;NAN;0.640;0.011;-0.041;7.861;GRS:2FGL_J1732.5-3131[naa+12];FermiBlind;
1295;J1732-3426;NAN;NAN;NAN;52359.00;353.818;-0.507;263.02991667;-34.43472222;0.332887;4.02e-16;513.50;NAN;NAN;0.24;NAN;4.333;-0.038;-0.467;4.192;NAN;pksmb,htru_pks;
1296;J1732-35;NAN;NAN;NAN;56657.00;353.318;-0.926;263.12500000;-35.08333333;0.126690;NAN;340.00;NAN;NAN;0.13;NAN;4.042;-0.065;-0.470;4.486;NAN;htru_pks;
1297;J1732-3729;NAN;NAN;NAN;51724.00;351.288;-2.211;263.08670833;-37.48472222;2.184001;1.30e-15;317.00;NAN;NAN;0.31;NAN;10.938;-0.422;-1.656;-2.304;NAN;pksmb,htru_pks;
1298;J1732-4128;NAN;NAN;NAN;43565.05;347.980;-4.462;263.20833333;-41.48000000;0.627981;1.28e-14;195.30;0.00;9.00;1.10;NAN;7.235;-0.563;-1.502;1.445;NAN;mol2,pksmb,htru_pks;
1299;J1732-4156;NAN;NAN;NAN;51911.00;347.589;-4.709;263.20358333;-41.94155556;0.323434;6.61e-16;228.70;NAN;NAN;0.22;NAN;11.528;-0.946;-2.469;-2.721;NAN;pksmb;
1300;J1733-2228;NAN;NAN;NAN;48712.00;4.029;5.749;263.36015701;-22.47700890;0.871683;4.27e-17;41.14;NAN;25.00;4.00;NAN;1.105;0.111;0.077;7.403;NAN;jb1,mol2,pks70,pkssw,pksmb,htru_pks;
1301;J1733-2533;NAN;NAN;NAN;53070.00;1.428;4.092;263.35775000;-25.55305556;0.659794;2.10e-15;242.00;NAN;NAN;0.10;NAN;12.040;0.859;0.299;-3.506;NAN;pksmb;
1302;J1733-2837;NAN;NAN;NAN;53128.00;358.857;2.402;263.39125000;-28.62583333;0.768185;1.11e-15;225.00;NAN;NAN;0.07;NAN;4.740;0.199;-0.094;3.765;NAN;pksmb;
1303;J1733-3030;NAN;NAN;NAN;51914.00;357.320;1.301;263.49537500;-30.51361111;0.362052;1.65e-15;636.00;NAN;NAN;0.20;NAN;20.614;0.468;-0.963;-12.086;NAN;pksmb,htru_pks;
1304;J1733-3322;NAN;NAN;NAN;51250.00;354.917;-0.238;263.48004167;-33.36750000;1.245915;4.10e-15;524.00;NAN;NAN;0.80;NAN;4.237;-0.018;-0.375;4.280;NAN;pksmb,htru_pks;
1305;J1733-3716;4.000;63.000;NAN;55359.00;351.577;-2.284;263.36150000;-37.28199722;0.337595;1.50e-14;153.18;NAN;NAN;3.60;NAN;3.150;-0.126;-0.461;5.386;NAN;pks1,pksmb,htru_pks;
1306;J1733-4005;NAN;NAN;NAN;52385.00;349.266;-3.895;263.49433333;-40.09436111;0.561778;3.62e-15;317.80;NAN;NAN;0.49;NAN;19.225;-1.306;-3.572;-10.345;NAN;pksmb,htru_pks;
1307;J1733-5515;NAN;NAN;NAN;55194.00;336.188;-11.801;263.25166667;-55.26111111;1.011234;4.00e-16;83.90;NAN;NAN;0.30;NAN;4.217;-0.862;-1.667;4.724;NAN;htru_pks;
1308;J1734-0212;NAN;NAN;NAN;49699.00;21.904;15.928;263.69025447;-2.21085393;0.839394;4.21e-16;65.05;NAN;5.70;NAN;NAN;1.798;0.493;0.645;6.896;NAN;gb2;
1309;J1734-2415;NAN;NAN;NAN;53164.00;2.678;4.551;263.67333333;-24.25555556;0.612524;1.05e-15;126.30;NAN;NAN;0.29;NAN;3.436;0.273;0.160;5.079;NAN;pksmb,htru_pks;
1310;J1734-2859;NAN;NAN;NAN;57674.00;358.596;2.119;263.50047500;-28.99816667;0.301456;8.00e-18;313.90;NAN;NAN;0.13;NAN;11.352;0.420;-0.278;-2.841;NAN;htru_pks;
1311;J1734-3058;NAN;NAN;NAN;56400.00;357.031;0.893;263.71182917;-30.97816667;0.541286;1.62e-17;260.00;NAN;NAN;0.11;NAN;3.744;0.058;-0.194;4.761;NAN;htru_pks;
1312;J1734-3333;NAN;NAN;NAN;53145.00;354.819;-0.433;263.61208333;-33.55555556;1.169341;2.28e-12;578.00;NAN;NAN;0.49;NAN;4.461;-0.034;-0.403;4.057;NAN;pksmb,htru_pks;
1313;J1735-0243;NAN;NAN;NAN;54827.00;21.564;15.448;263.95041667;-2.73000000;0.782887;6.32e-16;55.40;NAN;NAN;NAN;NAN;1.004;0.267;0.356;7.600;NAN;gb350;
1314;J1735-0724;0.820;20.630;0.150;49887.00;17.271;13.284;263.77072083;-7.41448056;0.419335;1.21e-15;73.51;NAN;18.00;2.30;NAN;6.667;1.532;1.926;2.304;NAN;misc,mol2,gb2,pks70,pkssw,htru_pks;
