#;NAME;;PSRJ;;PMRA;;;PMDEC;;;PX;;;POSEPOCH;;Gl;Gb;RAJD;;DECJD;;P0;;;P1;;;DM;;;W50;;;W10;;;TAU_SC;;;S400;;;S1400;;;S2000;;;DIST;DIST_DM;;ZZ;XX;YY;ASSOC;;SURVEY;
;;;;;(mas/yr);;;(mas/yr);;;(mas);;;(MJD);;(deg);(deg);(deg);;(deg);;(s);;;;;;(cm^-3pc);;;(ms);;;(ms);;;(s);;;(mJy);;;(mJy);;;(mJy);;;(kpc);(kpc);;(kpc);(kpc);(kpc);;;;
3175;J2155+2813;lwf+04;J2155+2813;lwf+04;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;82.131;-20.370;328.81592;4.2e-05;28.22003;5.6e-05;1.60902;0;dmo+24;9.164E-16;9.0e-19;lwf+04;77.13;0;dmo+24;24.4;0;dmo+24;46.4;0;dmo+24;NAN;0;*;2.10;1.0e-01;lwf+04;NAN;0;*;NAN;0;*;25.000;25.000;ymw17;-8.702;23.216;5.291;NAN;*;ar4,ar327,lotaas;
3176;B2152-31;mlt+78;J2155-3118;mlt+78;NAN;0;*;NAN;0;*;NAN;0;*;48714.0;hlk+04;15.845;-51.577;328.80671;1.6e-04;-31.3152;2.8e-04;1.030002112040;7.0e-12;hlk+04;1.24089E-15;5.0e-20;hlk+04;14.85;5.0e-02;hlk+04;19;0;pkj+21;31;0;pkj+21;NAN;0;*;12;2.0e+00;lylg95;0.66;2.0e-02;jsd+21;NAN;0;*;1.299;1.299;ymw17;-1.018;0.220;7.723;NAN;*;mol2,pks70;
3177;B2151-56;mlt+78;J2155-5641;mlt+78;NAN;0;*;NAN;0;*;NAN;0;*;43557.13;*;337.046;-47.054;328.756;2.5e-03;-56.6992;1.4e-03;1.373654387;2.0e-09;nmc81;4.23E-15;1.0e-16;nmc81;14;9.0e+00;nmc81;50;0;tml93;90;0;tml93;NAN;0;*;2.1;0;tml93;0.361;1.2e-02;xwh+19;NAN;0;*;1.043;1.043;ymw17;-0.763;-0.277;7.846;NAN;*;mol2;
3178;J2156+2618;cnt96;J2156+2618;cnt96;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;80.976;-21.969;329.09877;2.5e-05;26.30846;5.0e-05;0.498149;0;dmo+24;1.42E-17;1.0e-18;cn95;48.44;0;dmo+24;10.5;0;dmo+24;19.2;0;dmo+24;NAN;0;*;2.7;0;cn95;NAN;0;*;NAN;0;*;6.102;6.102;ymw17;-2.283;5.589;7.612;NAN;*;ar4,ar327,gbncc,lotaas;
3179;B2154+40;fss73;J2157+4017;fss73;16.13;1.0e-01;cbv+09;4.12;1.2e-01;cbv+09;0.28;6.0e-02;cbv+09;52275;cbv+09;90.488;-11.341;329.2577063;4.2e-07;40.2961072;5.6e-07;1.525265633965;1.2e-11;hlk+04;3.43256E-15;7.0e-20;hlk+04;71.124;3.0e-03;bkk+16;38.6;0;lylg95;114.2;0;lylg95;1.6E-6;4.0e-07;kl07;105;7.0e+00;lylg95;17;2.0e+00;lylg95;NAN;0;*;2.900;4.776;ymw17;-0.570;2.843;8.524;NAN;*;gb1,gb3,gb4,lotaas;
3180;J2158-27;mss+20;J2158-27;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;22.861;-51.588;329.50000;0;-27.00000;0;0.477;0;mss+20;NAN;0;*;22.15;1.2e-01;mss+20;14;0;mss+20;26;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.658;2.658;ymw17;-2.083;0.642;6.978;NAN;*;gbncc;
3181;J2158-2734;msk+24;J2158-2734;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;21.973;-51.689;329.50350;2.6e-05;-27.56030;3.8e-05;0.477197872263;3.0e-12;msk+24;7.42E-17;3.0e-19;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;-0.000;0.000;8.500;NAN;*;gbncc;
3182;J2159+0202;crafts23;J2159+0202;crafts23;NAN;0;*;NAN;0;*;NAN;0;*;59434;wyw+23;61.150;-39.414;329.922754;4.2e-06;2.040208;1.9e-05;0.6655605600852;9.0e-13;wyw+23;6.013E-16;3.0e-19;wyw+23;34.97;7.0e-02;wyw+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.14;3.0e-02;wyw+23;NAN;0;*;25.000;25.000;ymw17;-15.873;16.917;-0.819;NAN;*;fast_crafts;
3183;J2201+33;ttk+24;J2201+33;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;86.434;-17.551;330.31250;0;33.00;1.7e-01;0.966;3.0e-03;ttk+24;NAN;0;*;78;2.0e+00;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;25.000;25.000;ymw17;-7.539;23.790;7.017;NAN;*;pumps;
3184;J2202+21;ttm18;J2202+21;ttm18;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;78.789;-26.252;330.59;8.7e-02;21.8;3.3e-01;NAN;0;*;NAN;0;*;17.7;4.0e-01;mss+20;22;0;mss+20;31;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.364;1.364;ymw17;-0.603;1.200;8.262;NAN;*;misc,gbncc;
3185;J2202+5040;msk+24;J2202+5040;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;97.650;-3.714;330.603503;9.0e-06;50.670248;5.8e-06;0.74537927818;4.0e-11;msk+24;4.44055E-15;8.0e-20;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;-0.000;0.000;8.500;NAN;*;gbncc;
3186;J2203+50;hrk+08;J2203+50;hrk+08;NAN;0;*;NAN;0;*;NAN;0;*;54100.00;*;97.322;-4.307;330.75000;0;50.00000;0;0.745;0;hrk+08;NAN;0;*;77.0;2.0e-01;mss+20;29;0;mss+20;73;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.028;3.028;ymw17;-0.227;2.995;8.885;NAN;*;gbt350,gbncc,lotaas;
3187;J2205+1444;cnt96;J2205+1444;cnt96;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;73.886;-31.885;331.32186;5.4e-05;14.74203;1.1e-04;0.938014;0;dmo+24;9.00E-16;7.0e-18;cn95;36.72;0;dmo+24;12.4;0;dmo+24;60.5;0;dmo+24;NAN;0;*;1.5;0;cn95;NAN;0;*;NAN;0;*;6.046;6.046;ymw17;-3.194;4.932;7.075;NAN;*;ar4,ar327,gbncc,lotaas;
3188;J2206+6151;bck+13;J2206+6151;bck+13;NAN;0;*;NAN;0;*;NAN;0;*;56100.00;*;104.735;4.977;331.57550;2.5e-05;61.866139;8.3e-06;0.322673549948;5.0e-12;bck+13;3.97E-16;4.0e-18;bck+13;168.80;8.0e-02;mss+20;25;0;mss+20;49;0;mss+20;NAN;0;*;1.2;0;slr+14;0.8;2.0e-01;bck+13;NAN;0;*;4.099;4.099;ymw17;0.356;3.949;9.539;NAN;*;htru_eff,gbncc;
3189;J2207-15;mss+20;J2207-15;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;42.013;-49.972;331.75000;0;-15.00000;0;0.766;0;mss+20;NAN;0;*;27.5;2.0e-01;mss+20;25;0;mss+20;40;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;25.000;25.000;ymw17;-19.143;10.762;-3.447;NAN;*;gbncc;
3190;J2208+4056;slr+14;J2208+4056;slr+14;NAN;0;*;NAN;0;*;NAN;0;*;56375.00;*;92.574;-12.112;332.00831;4.1e-05;40.93384;3.7e-05;0.636957393614;1.3e-11;lsk+18;5.2832E-15;9.0e-19;lsk+18;11.8;0;whx+23;16.3;7.0e-01;whx+23;202.2;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.751;0.751;ymw17;-0.158;0.734;8.533;GRS:4FGL_J2208.1+4058[aab+22];*;gbncc,FermiAssoc,lotaas,fast_gpps;
3191;J2208+5500;jml+09;J2208+5500;jml+09;NAN;0;*;NAN;0;*;NAN;0;*;56675.00;*;100.939;-0.751;332.09883;4.2e-05;55.002336;1.4e-05;0.93316251394;3.0e-11;sjm+19;6.986E-15;3.0e-18;sjm+19;105.210;1.0e-02;sjm+19;8.6;6.0e-01;jml+09;30;0;mss+20;NAN;0;*;NAN;0;*;0.40;1.0e-01;sjm+19;NAN;0;*;3.030;3.030;ymw17;-0.040;2.975;9.075;NAN;*;misc,gbt350,lotaas;
3192;J2209+22;ttm18;J2209+22;ttm18;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;79.900;-27.786;332.47;5.0e-02;21.28;5.0e-02;1.7769;0;dmo+24;NAN;0;*;46.3;0;dmo+24;28.6;7.0e-01;dmo+24;52.9;7.0e-01;dmo+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;25.000;25.000;ymw17;-11.654;21.775;4.621;NAN;*;misc,ar327,gbncc,lotaas,fast_gpps;
3193;J2210+57;slr+14;J2210+57;slr+14;NAN;0;*;NAN;0;*;NAN;0;*;56292.00;*;102.666;1.066;332.8;7.5e-01;57.5;3.0e-01;2.05743;1.3e-04;slr+14;NAN;0;*;189.43;6.0e-02;slr+14;63;0;mss+20;155;0;mss+20;NAN;0;*;1.1;0;slr+14;NAN;0;*;NAN;0;*;3.809;3.809;ymw17;0.071;3.716;9.335;NAN;*;gbncc;
3194;J2210+5712;flm+23;J2210+5712;flm+23;NAN;0;*;NAN;0;*;NAN;0;*;57236;flm+23;102.418;0.915;332.534487;1.4e-05;57.216694;7.7e-06;2.053152738403;1.3e-11;msk+24;1.89214E-15;1.3e-19;msk+24;192.9;2.0e-01;flm+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.873;3.873;ymw17;0.062;3.782;9.333;NAN;*;misc,gbncc;
3195;J2212+2450;dsm+13;J2212+2450;dsm+13;9;7.0e+00;lod+23;23;1.1e+01;lod+23;NAN;0;*;58804;lod+23;82.958;-25.430;333.114892;4.2e-06;24.843556;2.8e-06;0.00390751512659;4.0e-14;lod+23;2.0E-21;7.0e-22;lod+23;25.21;0;dmo+24;0.8;0;dmo+24;1.4;0;dmo+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.090;2.090;ymw17;-0.897;1.873;8.269;NAN;*;ar327,tulipp;
3196;B2210+29;dtws85;J2212+2933;dtws85;-5.53;8.0e-02;dgb+19;-11.34;1.1e-01;dgb+19;0.23;9.0e-02;dgb+19;56000.0;dgb+19;86.136;-21.731;333.0972683;4.2e-07;29.5515031;2.8e-07;1.004592528853;4.0e-12;hlk+04;4.9517E-16;4.0e-20;hlk+04;74.52;0;dmo+24;45.1;0;dmo+24;64.3;0;dmo+24;NAN;0;*;6.3;8.0e-01;lylg95;0.9;2.0e-01;lylg95;NAN;0;*;25.000;25.000;ymw17;-9.256;23.171;6.935;NAN;*;gb2,ar327,lotaas;
3197;J2213+53;hrk+08;J2213+53;hrk+08;NAN;0;*;NAN;0;*;NAN;0;*;54100.00;*;100.342;-2.778;333.25000;0;53.00000;0;0.751;0;hrk+08;NAN;0;*;161;0;hrk+08;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.809;3.809;ymw17;-0.185;3.743;9.183;NAN;*;gbt350;
3198;J2214+5357;msk+24;J2214+5357;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;101.118;-2.146;333.724732;4.3e-06;53.959426;2.6e-06;0.7511946863510;1.7e-12;msk+24;6.05239E-16;1.7e-20;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;-0.000;0.000;8.500;NAN;*;gbncc;
3199;J2215+1538;cnt96;J2215+1538;cnt96;NAN;0;*;NAN;0;*;NAN;0;*;49079.50;*;76.783;-32.929;333.915221;1.7e-05;15.643022;1.9e-05;0.3741958930416;1.6e-12;cn95;2.36723E-15;1.6e-19;cn95;29.2404;1.2e-03;bkk+16;4.4;0;pkj+21;8.0;0;pkj+21;NAN;0;*;3.7;0;cn95;NAN;0;*;NAN;0;*;3.142;3.142;ymw17;-1.708;2.567;7.897;NAN;*;ar4,gb4,lotaas;
3200;J2215+4524;dcm+23;J2215+4524;dcm+23;NAN;0;*;NAN;0;*;NAN;0;*;59241;dcm+23;96.391;-9.287;333.9440;2.9e-04;45.4122;5.6e-04;2.7230498235;3.0e-10;dcm+23;5.6E-15;3.0e-16;dcm+23;18.5;4.0e-01;dcm+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.131;1.131;ymw17;-0.183;1.109;8.624;NAN;*;chime;
3201;J2216+5759;bck+13;J2216+5759;bck+13;NAN;0;*;NAN;0;*;NAN;0;*;56100.00;*;103.517;1.107;334.02175;1.2e-04;57.99825;8.3e-05;0.41910226464;2.0e-11;bck+13;6.9048E-14;2.0e-18;bck+13;176;0;bck+13;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.23;6.0e-02;bck+13;NAN;0;*;3.588;3.588;ymw17;0.069;3.488;9.339;NAN;*;htru_eff;
3202;J2217+5733;jml+09;J2217+5733;jml+09;NAN;0;*;NAN;0;*;NAN;0;*;56675.00;*;103.472;0.599;334.47929;8.3e-05;57.55111;5.6e-05;1.05684436863;4.0e-11;sjm+19;6.467E-16;1.2e-18;sjm+19;130.67;6.0e-02;sjm+19;13;2.0e+00;jml+09;100;0;mss+20;0.00044;0;sjm+19;3.7;0;slr+14;0.50;1.0e-01;sjm+19;NAN;0;*;3.129;3.129;ymw17;0.033;3.043;9.229;NAN;*;misc,gbt350;
3203;B2217+47;th69;J2219+4754;th69;-12;8.0e+00;las82;-30;6.0e+00;las82;NAN;0;*;46599.0;hlk+04;98.385;-7.598;334.950579;1.3e-05;47.914981;8.3e-06;0.5384688219194;1.2e-12;hlk+04;2.765209E-15;5.0e-21;hlk+04;43.4;0;whx+23;5.5;2.0e-01;whx+23;10.9;2.0e-01;whx+23;2.02E-7;1.9e-08;kl07;111;1.2e+01;lylg95;3;0;fgl+92;NAN;0;*;2.383;2.383;ymw17;-0.315;2.337;8.844;NAN;*;misc,gb1,gb3,gb4,gbncc,jb1,lotaas,fast_gpps;
3204;J2221+81;dcm+23;J2221+81;dcm+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;117.434;20.317;335.2;2.5e-01;81.5;5.0e-01;NAN;0;*;NAN;0;*;39.0;0;dcm+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.487;2.487;ymw17;0.864;2.070;9.575;NAN;*;chime;
3205;J2222+2923;cnt96;J2222+2923;cnt96;NAN;0;*;NAN;0;*;NAN;0;*;51242.0;hlk+04;88.050;-23.242;335.76343;4.6e-05;29.39962;4.0e-05;0.2813991427543;1.6e-12;hlk+04;6.17E-18;3.0e-20;hlk+04;49.41;0;dmo+24;5.9;0;dmo+24;21.4;0;dmo+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;7.634;7.634;ymw17;-3.012;7.010;8.261;NAN;*;ar4,ar327,gbncc,lotaas;
3206;J2222+5602;hrk+08;J2222+5602;hrk+08;NAN;0;*;NAN;0;*;NAN;0;*;54100.00;*;103.093;-1.005;335.50000;0;56.00000;0;1.336;0;hrk+08;NAN;0;*;163.3;3.0e-01;mss+20;42;0;mss+20;122;0;mss+20;NAN;0;*;21.1;0;slr+14;NAN;0;*;NAN;0;*;3.506;3.506;ymw17;-0.062;3.414;9.294;NAN;*;gbt350,gbncc;
3207;J2225+35;skdl09;J2225+35;skdl09;NAN;0;*;NAN;0;*;NAN;0;*;54466.00;*;92.108;-18.448;336.20000;0;35.50000;0;0.94;0;skdl09;NAN;0;*;51.8;0;skdl09;7;0;skdl09;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;4.978;4.978;ymw17;-1.575;4.719;8.674;NAN;*;misc;
3208;B2224+65;dls73;J2225+6535;dls73;147.2;3.0e-01;dgb+19;126.50;1.0e-01;dgb+19;1.2;2.0e-01;dgb+19;56000.0;dgb+19;108.638;6.846;336.4702613;1.3e-06;65.5934364;2.8e-07;0.682542497406;1.0e-11;ywml10;9.6606E-15;1.0e-18;ywml10;36.4436;6.0e-04;bkk+16;21.1;0;lylg95;33.4;0;lylg95;2.6E-7;1.3e-07;kl07;22;2.0e+00;lylg95;2.0;4.0e-01;lylg95;NAN;0;*;0.900;1.881;ymw17;0.107;0.847;8.786;XRS:[hb07b],OPT:Guitar_Nebula[crl93];*;jb1,gb1,gb2,gb3,gb4,gbncc,lotaas;
3209;J2226-03;ttk+24;J2226-03;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;61.098;-47.901;336.56250;0;-3.2;3.3e-01;0.7697;2.0e-04;ttk+24;NAN;0;*;17.5;1.5e+00;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;1.692;1.692;ymw17;-1.255;0.993;7.952;NAN;*;pumps;
3210;J2227+3038;cnst96;J2227+3038;cnst96;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;89.718;-22.807;336.92404;8.3e-05;30.63911;5.6e-05;0.842408;0;dmo+24;NAN;0;*;19.96;0;dmo+24;23.9;7.0e-01;dmo+24;32.5;0;dmo+24;NAN;0;*;2.4;0;cnst96;NAN;0;*;NAN;0;*;1.441;1.441;ymw17;-0.559;1.328;8.493;NAN;*;misc,ar327,gbncc,lotaas,fast_gpps,tulipp;
3211;J2228+6447;slr+14;J2228+6447;slr+14;NAN;0;*;NAN;0;*;NAN;0;*;56500.00;*;108.462;6.007;337.16877;1.4e-04;64.78872;7.7e-05;1.89298180353;4.0e-11;lsk+18;6.7E-16;3.0e-17;lsk+18;193.6;2.0e-01;lsk+18;52;0;mss+20;75;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;6.853;6.853;ymw17;0.717;6.465;10.658;NAN;*;gbncc;
3212;J2228-65;mbc+19;J2228-65;mbc+19;NAN;0;*;NAN;0;*;NAN;0;*;55955.00;*;323.529;-45.791;337.07500;0;-65.19639;0;2.74598;0;mbc+19;NAN;0;*;36;0;mbc+19;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;25.000;25.000;ymw17;-17.920;-10.362;-5.518;NAN;*;htru_pks;
3213;J2229+40;ttk+24;J2229+40;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;95.651;-14.774;337.25000;0;40.43;1.7e-01;0.2729;1.0e-03;ttk+24;NAN;0;*;74;2.0e+00;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;7.631;7.631;ymw17;-1.946;7.343;9.227;NAN;*;pumps;
3214;J2229+6114;hcg+01;J2229+6114;hcg+01;NAN;0;*;NAN;0;*;NAN;0;*;55555.00;*;106.647;2.949;337.2720;2.9e-04;61.23592;1.4e-04;0.05164758740;1.9e-10;saa+23;7.73871E-14;1.1e-18;saa+23;205.100;1.3e-02;mss+20;4.0;1.0e+00;hcg+01;18;0;mss+20;NAN;0;*;1.5;0;slr+14;0.25;0;hcg+01;NAN;0;*;3.000;5.048;ymw17;0.154;2.870;9.358;GRS:4FGL_J2229.0+6114[aab+22],SNR:G106.6+2.9[aab+15],PWN:G106.6+2.9[aaa+20a];*;misc,FermiBlind,gbncc;
3215;B2227+61;dbtb82;J2229+6205;dbtb82;0.3;1.1e+01;*;10;1.0e+01;*;NAN;0;*;49840.0;hlk+04;107.154;3.645;337.42431;4.0e-05;62.093339;1.9e-05;0.443054560638;4.0e-12;hlk+04;2.25534E-15;3.0e-20;hlk+04;124.639;4.0e-03;bkk+16;25.8;0;lylg95;35.3;0;lylg95;NAN;0;*;17.0;8.0e-01;lylg95;0.80;1.0e-01;lylg95;NAN;0;*;3.013;3.013;ymw17;0.192;2.873;9.387;NAN;*;gb1,gb3,gbncc,lotaas,misc;
3216;J2234+2114;cnt96;J2234+2114;cnt96;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;85.138;-31.435;338.73600;1.2e-04;21.23856;1.4e-04;1.358745;0;dmo+24;2.22E-16;5.0e-18;cn95;35.08;0;dmo+24;37.8;0;dmo+24;182.5;0;dmo+24;NAN;0;*;2.6;0;cn95;NAN;0;*;NAN;0;*;4.472;4.472;ymw17;-2.332;3.802;8.177;NAN;*;ar4,ar327,gbncc,lotaas;
3217;J2235+1506;cnt93;J2235+1506;cnt93;15;4.0e+00;cnt96;10;8.0e+00;cnt96;NAN;0;*;49250;cnt96;80.878;-36.444;338.9320838;4.2e-07;15.1136278;1.4e-06;0.059767;0;dmo+24;1.576E-19;7.0e-22;cnt96;18.09;0;dmo+24;2.2;0;dmo+24;3.9;0;dmo+24;NAN;0;*;3;0;cam95a;NAN;0;*;NAN;0;*;1.540;1.540;ymw17;-0.915;1.223;8.304;NAN;*;ar4,ar327,lotaas;
3218;J2236+4929;crafts23;J2236+4929;crafts23;NAN;0;*;NAN;0;*;NAN;0;*;59192;wyw+23;101.599;-7.708;339.14550;3.8e-05;49.49559;2.5e-05;0.931714878541;9.0e-12;wyw+23;1.969E-16;8.0e-19;wyw+23;42.90;7.0e-02;wyw+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.0160;1.0e-03;wyw+23;NAN;0;*;2.280;2.280;ymw17;-0.306;2.213;8.954;NAN;*;fast_crafts;
3219;J2237+2828;dcm+23;J2237+2828;dcm+23;NAN;0;*;NAN;0;*;NAN;0;*;59289;dcm+23;90.342;-25.787;339.37254;1.7e-04;28.4778;1.1e-03;1.0773950915;3.0e-10;dcm+23;8.1E-16;2.4e-16;dcm+23;38.1;4.0e-01;dcm+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.997;3.997;ymw17;-1.739;3.599;8.521;NAN;*;chime;
3220;J2238+5903;aaa+09c;J2238+5903;aaa+09c;NAN;0;*;NAN;0;*;NAN;0;*;54800.00;*;106.562;0.482;339.61779;1.7e-04;59.06133;1.1e-04;0.162733852990;1.1e-11;rkp+11;9.7034E-14;6.0e-18;rkp+11;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.830;NAN;*;0.024;2.712;9.307;GRS:4FGL_J2238.5+5903[aab+22];*;FermiBlind;
3221;J2238+6021;hrk+08;J2238+6021;hrk+08;NAN;0;*;NAN;0;*;NAN;0;*;54100.00;*;107.140;1.636;339.50000;0;60.35000;0;3.07;0;hrk+08;NAN;0;*;185.3;8.0e-01;mss+20;25;0;mss+20;56;0;mss+20;NAN;0;*;111.1;0;slr+14;NAN;0;*;NAN;0;*;3.697;3.697;ymw17;0.106;3.531;9.589;NAN;*;gbt350,gbncc;
3222;J2240+5832;tpc+11;J2240+5832;tpc+11;-6.1;8.0e-01;tpc+11;-21.0;4.0e-01;tpc+11;NAN;0;*;54000;tpc+11;106.566;-0.111;340.178913;1.7e-05;58.543756;1.1e-05;0.1399345;2.0e-06;tpc+11;1.5358E-14;3.0e-18;tpc+11;263.50;5.0e-02;tpc+11;10;0;tpc+11;NAN;0;*;NAN;0;*;NAN;0;*;2.7;7.0e-01;tpc+11;NAN;0;*;7.275;7.275;ymw17;-0.014;6.973;10.574;NAN;*;misc;
3223;J2241+6941;slr+14;J2241+6941;slr+14;NAN;0;*;NAN;0;*;NAN;0;*;56500.00;*;112.026;9.632;340.33459;7.6e-05;69.69992;3.9e-05;0.855401265709;1.5e-11;lsk+18;2.693E-15;8.0e-18;lsk+18;67.67;7.0e-02;lsk+18;45;0;mss+20;12;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.548;2.548;ymw17;0.426;2.329;9.442;NAN;*;gbncc,lotaas;
3224;J2242+6346;msk+24;J2242+6346;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;109.272;4.381;340.65170;5.5e-05;63.782307;2.0e-05;0.460957706188;7.0e-12;msk+24;5.344E-15;5.0e-18;msk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;0.000;0.000;8.500;NAN;*;gbncc;
3225;B2241+69;dtws85;J2242+6950;dtws85;NAN;0;*;NAN;0;*;NAN;0;*;49690.0;hlk+04;112.221;9.695;340.7350;4.7e-04;69.84782;1.4e-04;1.664500786185;2.0e-11;hlk+04;4.82385E-15;1.4e-19;hlk+04;40.8604;8.0e-04;bkk+16;25.8;0;lylg95;56.1;0;lylg95;NAN;0;*;2.4;7.0e-01;lylg95;0.4;2.0e-01;lylg95;NAN;0;*;2.008;2.008;ymw17;0.338;1.832;9.249;NAN;*;gb2,gbncc,lotaas;
3226;J2243+1518;cml05;J2243+1518;cml05;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;82.809;-37.377;340.790700;1.7e-05;15.30697;3.1e-05;0.596799;0;dmo+24;1.125E-16;7.0e-19;cml05;42.13;0;dmo+24;17.2;7.0e-01;dmo+24;30.6;7.0e-01;dmo+24;NAN;0;*;0.16;5.0e-02;cml05;NAN;0;*;NAN;0;*;25.000;25.000;ymw17;-15.176;19.710;6.013;NAN;*;misc,ar327,fast_gpps;
3227;J2244+63;hrk+08;J2244+63;hrk+08;NAN;0;*;NAN;0;*;NAN;0;*;54100.00;*;109.039;3.618;341.00000;0;63.00000;0;0.461;0;hrk+08;NAN;0;*;92.15;1.2e-01;mss+20;17;0;mss+20;23;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.628;2.628;ymw17;0.166;2.479;9.356;NAN;*;gbt350,gbncc,misc;
3228;J2248-0101;mld+96;J2248-0101;mld+96;-10.50;7.0e-02;dgb+19;-17.49;1.9e-01;dgb+19;0.25;6.0e-02;dgb+19;56000.0;dgb+19;69.256;-50.620;342.1120246;4.2e-07;-1.0300236;2.8e-07;0.477233119123;3.0e-12;hlk+04;6.5935E-16;3.0e-20;hlk+04;29.05;3.0e-02;hlk+04;8.4;0;pkj+21;17;0;pkj+21;NAN;0;*;11;0;mld+96;0.50;1.0e-01;jk18;NAN;0;*;3.500;25.000;ymw17;-2.705;2.077;7.713;NAN;*;pks70,gbncc,lotaas;
3229;J2251+24;mss+20;J2251+24;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;90.539;-31.190;342.75000;0;24.00000;0;1.797962;0;dmo+24;NAN;0;*;34.6;0;dmo+24;18.4;0;dmo+24;72.9;0;dmo+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;4.139;4.139;ymw17;-2.143;3.541;8.533;NAN;*;gbncc,ar327;
3230;J2251-3711;mke+20;J2251-3711;mke+20;NAN;0;*;NAN;0;*;NAN;0;*;57900.00;*;3.605;-62.883;342.9333;4.2e-04;-37.1967;5.6e-04;12.1225649313;9.0e-10;mke+20;1.309E-14;5.0e-17;mke+20;12.120;1.0e-02;mke+20;40.0;3.0e-01;mke+20;72.9;5.0e-01;mke+20;NAN;0;*;NAN;0;*;0.15;0;mke+20;NAN;0;*;1.344;1.344;ymw17;-1.196;0.039;7.889;NAN;*;pks_superb;
